belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,release_date,runtime,status,revenue
0,57000000,46,0,1,12,420,1,4,123,1,52034889
0,22531334,190,0,1,8,421,1,2,104,1,316472
0,25000000,257,0,1,5,422,1,3,128,1,13071518
0,22531334,248,0,1,10,423,1,2,122,1,11750000
0,10000000,258,1,5,5,424,8,4,109,1,10759
0,25000000,47,1,1,11,425,1,4,104,1,6673422
1,60000000,259,0,1,8,426,1,1,131,1,102367405
0,60000,27,1,1,11,427,1,3,84,1,3221152
0,6500000,29,0,1,9,428,1,4,89,1,13865435
0,910000,36,0,1,18,429,1,2,108,1,9600000
0,22000000,260,1,1,10,430,1,1,100,1,194647323
0,93,46,1,1,11,431,1,1,107,1,2500000
1,27000000,261,0,1,9,432,10,3,99,1,101646581
1,22531334,92,1,1,7,433,99,2,96,1,53447
1,12000000,262,0,1,6,434,1,3,99,1,21133087
0,2000000,263,0,11,1,435,2,2,156,1,6000000
0,15000000,14,1,1,12,436,6,4,123,1,123726688
1,149000000,264,1,1,294,437,1,2,141,1,820580447
0,32000000,3,0,1,8,438,1,3,137,1,28258060
0,30000000,13,1,1,8,439,88,1,108,1,18195610
0,22531334,105,0,1,1,440,1,2,116,1,365522
0,10000000,3,0,1,7,441,88,4,105,1,28883511
0,13000000,65,0,1,11,442,1,4,220,1,122700000
0,22531334,190,0,11,2,443,2,2,181,1,8500000
0,4000000,265,0,1,7,444,6,2,99,1,25345000
0,20000000,266,0,1,8,445,100,3,109,1,17425000
0,62000000,15,1,1,6,446,101,2,87,1,41819064
0,78146652,267,1,1,9,447,21,1,125,1,60000000
0,28000000,268,0,1,6,448,1,2,103,1,38159905
1,4100000,3,0,1,4,224,1,3,135,1,36000000
0,22531334,105,1,1,6,449,6,4,117,1,226286
0,18000000,269,0,1,6,450,1,2,107,1,9697739
1,40000000,270,0,1,9,451,1,3,107,1,126248813
0,4000000,14,1,1,5,452,102,3,105,1,46474
0,45000000,85,0,1,11,453,103,3,160,1,9323833
0,3000000,1,0,1,1,0,1,3,113,1,19184015
0,75000000,255,0,1,13,454,1,2,136,1,335062621
1,48000000,271,1,1,15,455,1,2,127,1,474171806
0,22531334,211,1,1,4,456,1,2,87,1,621951
0,150000000,272,0,1,11,457,1,3,111,1,128388320
0,6900000,47,0,1,7,458,1,3,102,1,7993039
1,65000000,262,0,1,11,459,1,4,100,1,40002112
1,79000000,80,1,1,29,104,31,4,179,1,926287400
0,8000000,273,0,1,1,61,1,1,149,1,20000000
0,5800000,274,1,1,1,460,1,3,95,1,7000000
0,30000000,26,0,1,11,461,1,4,125,1,105834556
0,3500000,275,0,1,6,462,1,2,93,1,16324573
1,9000000,7,1,1,10,463,1,4,99,1,81705746
1,22531334,8,1,1,1,0,6,3,180,1,238073
0,13000000,4,0,1,9,207,1,3,81,1,97837138
0,49000000,276,1,1,30,464,104,1,120,1,104399548
0,40000000,7,1,1,11,465,1,4,98,1,141591324
0,22531334,277,0,1,5,466,1,1,96,1,11081586
0,14500000,278,0,15,9,467,51,2,108,1,95789342
0,22531334,279,0,1,5,468,1,2,90,1,600000
0,22531334,149,1,1,0,469,37,1,112,1,4878242
0,8500000,1,0,1,6,470,1,3,96,1,22456509
0,23000000,280,1,1,8,471,24,1,106,1,46152411
1,2700000,43,0,1,10,7,1,4,118,1,37799643
0,22531334,3,1,1,1,472,1,4,98,1,16136
0,22531334,3,1,1,12,473,1,3,96,1,1600000
0,75000000,15,0,1,11,474,1,1,99,1,196482882
0,20000000,3,1,1,8,475,1,4,100,1,36606743
1,22531334,3,0,9,1,476,29,4,120,1,930349
0,22531334,15,0,1,4,0,6,4,101,1,81010
0,12000000,281,0,1,5,477,1,4,167,1,7900000
0,40000000,198,1,1,6,478,1,1,91,1,36893721
0,12000000,87,0,1,10,479,1,2,100,1,17768012
0,18000000,228,0,1,4,480,1,2,118,1,3900000
1,5000000,119,0,1,18,481,6,4,113,1,82719885
1,7000000,29,1,1,11,482,1,2,89,1,16829545
0,80000000,22,0,1,10,483,18,1,117,1,74901339
0,1000000,1,0,1,3,484,1,2,97,1,10013424
1,35000000,1,0,1,11,485,105,3,123,1,211952420
0,22531334,65,0,1,13,486,106,4,130,1,20710451
1,16000000,282,0,1,9,487,1,3,96,1,48878502
0,22531334,283,0,5,9,488,67,1,86,1,7800000
0,16000000,3,0,1,15,489,1,2,114,1,12434778
0,22531334,284,0,1,1,490,1,4,88,1,88
0,22531334,285,0,1,3,89,6,3,82,1,8033397
0,22531334,26,0,1,7,491,1,4,116,1,461162
0,20000000,207,1,1,9,492,1,4,135,1,4001121
1,19000000,286,1,1,15,493,1,1,108,1,25836616
0,22531334,47,0,1,1,226,1,4,116,1,1083282
0,10400000,3,0,2,9,494,2,4,161,1,310000000
0,1500000,287,0,21,0,0,2,4,162,1,4400000
1,40000000,288,0,1,1,495,107,4,107,1,312242626
0,90000,7,0,1,1,496,1,4,72,1,5000000
0,28000000,3,0,1,5,66,1,4,134,1,5684789
0,22531334,15,0,1,0,497,1,2,94,1,9016377
0,22531334,26,0,13,0,498,28,4,0,1,234748
0,6000000,14,1,1,8,499,1,3,109,1,44703995
1,3000000,263,0,1,11,500,108,2,108,1,11176469
0,22531334,1,0,1,12,26,1,1,97,1,32648673
0,22531334,215,0,5,2,501,8,1,88,1,214000
1,8000000,289,0,1,10,502,1,4,120,1,21028755
0,8000000,47,1,1,5,503,1,3,102,1,100523181
0,13000000,3,0,1,5,504,1,4,110,1,1151330
0,35000000,4,0,1,14,505,109,1,112,1,42930462
0,15000000,290,0,1,20,26,1,2,110,1,356830601
0,12000000,87,1,1,8,506,1,3,100,1,60273173
0,65000000,291,0,1,11,507,1,2,132,1,117487473
0,16000000,78,0,1,12,508,1,1,97,1,53478166
0,5500000,292,0,1,6,509,1,4,109,1,26414658
0,100000,133,0,1,5,510,1,1,193,1,11000000
0,22531334,293,0,8,10,511,53,4,141,1,228984
0,22531334,8,1,1,1,512,1,2,88,1,429766
0,700000,3,0,1,3,513,35,1,77,1,31576
1,22531334,294,0,1,5,0,0,1,71,0,273644
0,12000000,295,0,1,7,514,1,3,82,1,3769990
0,8575000,296,0,3,17,515,3,2,145,1,1983204
0,5000000,4,0,1,11,516,110,1,101,1,8203235
0,17000000,15,0,1,6,517,1,1,95,1,16980098
1,6000000,297,0,1,9,518,18,2,158,1,28900000
0,22531334,3,0,1,4,519,6,4,110,1,1107542
0,22531334,298,0,9,0,0,97,4,95,1,170000
1,35000000,155,0,1,10,520,1,2,94,1,117270765
0,4500000,1,0,1,15,521,1,3,90,1,27092880
0,22531334,299,1,17,5,522,111,4,188,1,4971340
0,70000000,22,0,1,11,26,88,3,105,1,177841558
0,22531334,85,0,9,8,523,112,4,120,1,837000
0,10000000,65,0,1,11,524,18,3,109,1,4073489
0,85000000,300,0,1,9,525,1,2,130,1,137298489
0,22000000,81,0,1,8,526,1,2,84,1,84772742
0,15000000,135,0,1,14,73,1,4,212,1,146900000
0,22531334,301,0,1,4,527,1,1,112,1,5632086
0,16000000,190,1,2,5,528,2,2,142,1,29251596
0,6000000,3,1,1,8,529,1,4,116,1,6174491
0,22531334,14,0,1,1,530,0,3,116,1,12413650
0,16000000,46,1,1,13,531,1,4,126,1,109502303
0,10000000,302,0,1,4,532,6,4,125,1,1500000
0,15000000,303,0,1,7,533,1,3,110,1,30102717
1,100000000,304,0,1,19,534,21,2,106,1,330579719
1,22531334,1,0,1,8,26,1,1,106,1,44527234
1,27000000,305,0,1,14,535,21,2,102,1,20158808
0,22531334,231,0,1,2,73,0,3,107,1,36565280
1,23000000,306,0,1,8,536,1,1,98,1,150816700
0,300000,42,0,1,1,537,9,1,105,1,1400000
0,6,14,0,1,11,538,1,3,122,1,8
0,50000000,3,0,1,6,539,1,3,146,1,73956241
0,50000000,307,1,1,10,540,89,4,95,1,97437106
0,39000000,15,0,1,8,541,1,2,116,1,288752301
0,13000000,15,0,1,2,542,1,2,84,1,8026971
0,22531334,3,0,15,8,543,51,4,143,1,55240
0,5000000,205,1,1,10,544,37,2,113,1,1000000
0,50000000,87,1,1,6,545,1,4,128,1,94000000
0,9000000,152,0,1,14,546,1,4,98,1,2500000
0,22531334,308,0,1,6,26,1,2,130,1,16300000
1,30000000,283,1,1,12,547,18,3,85,1,192452832
0,16500000,14,0,1,11,548,18,4,136,1,135000000
0,5000000,309,0,1,6,549,1,2,107,1,12232628
0,22531334,47,0,1,3,550,0,3,101,1,49501
0,20000,310,0,15,3,551,51,4,111,1,99000
0,2600000,228,1,9,9,552,29,3,92,1,553198
0,25000000,41,0,1,7,553,1,4,97,1,22200000
0,11500000,3,0,1,7,554,1,1,99,1,20079850
0,22531334,15,0,1,12,555,1,3,106,1,13000000
0,13000000,71,1,1,8,556,113,2,161,1,754249
1,7500000,311,1,1,20,557,114,1,93,1,8135031
0,54000000,312,1,1,20,558,24,1,132,1,132511035
0,5500000,15,1,22,5,559,115,3,116,1,10016934
0,15000000,3,0,1,15,560,1,3,111,1,16633035
0,22531334,7,1,1,7,561,1,2,88,1,18112929
0,22531334,313,0,1,1,0,0,3,85,1,70
1,22531334,121,1,1,4,562,1,1,98,1,10
1,250000000,314,1,1,21,563,31,4,161,1,958400000
0,22531334,207,0,1,4,564,14,3,118,1,340911
0,6300000,33,0,1,4,565,45,1,101,1,419953
1,22531334,1,0,1,8,566,1,1,106,1,76578911
0,2650000,3,0,1,4,567,1,3,147,1,3100000
0,6400000,273,1,2,2,568,2,3,151,1,5900000
0,6000000,315,1,1,8,569,1,1,107,1,3485127
0,4200000,5,0,1,8,570,1,3,114,1,38376497
0,135000000,45,0,1,14,571,1,3,121,1,76932943
0,10000000,316,0,1,5,572,1,3,77,1,11411644
1,28000000,317,0,1,14,573,116,3,103,1,60700000
0,25000000,3,0,1,4,574,1,3,117,1,777423
0,22531334,46,0,1,7,575,1,1,106,1,1296937
0,2500000,37,0,1,5,26,1,3,106,1,8750000
0,125000000,318,1,1,15,576,1,2,124,1,544272402
0,25000000,319,1,1,11,577,1,2,99,1,11000000
0,22531334,116,0,1,10,578,1,3,107,1,46405336
1,26000000,320,1,1,13,579,1,1,91,1,183293131
0,160000000,321,1,1,287,580,18,1,129,1,1262886337
0,1271000,322,0,1,7,581,1,1,81,1,3788000
0,40000000,323,1,1,16,582,117,3,114,1,86234523
0,22531334,148,0,1,12,583,1,3,80,1,1382462
0,22531334,3,0,1,4,584,118,1,122,1,11294
1,113000000,324,1,1,13,585,1,2,140,1,850000000
0,22531334,46,0,1,4,586,6,4,104,1,6000000
0,35000000,325,0,1,5,587,21,3,102,1,11560806
0,30000000,15,0,1,9,66,1,3,108,1,180622424
0,5000000,326,0,1,14,588,1,4,112,1,2450846
0,22531334,327,0,1,13,589,6,2,97,1,5979292
0,1,328,0,2,1,590,2,3,132,1,2
0,22531334,15,0,1,12,61,119,4,108,1,20000000
0,12000000,11,0,1,18,591,1,3,94,1,265452
0,6000000,85,0,1,12,592,1,3,137,1,9077700
1,40000000,81,1,1,9,593,1,1,102,1,124827316
0,25000000,329,0,1,7,594,1,4,94,1,38748395
0,5000000,7,1,1,15,595,1,3,94,1,98450062
1,11000000,15,0,1,18,596,1,3,95,1,235483004
0,2053648,8,0,1,3,597,1,4,102,1,500000
0,85000000,330,1,1,11,598,1,4,167,1,59908565
0,1000000,227,0,1,18,26,1,3,112,1,36764313
0,1200000,3,0,1,2,599,1,2,113,1,14363400
0,22531334,47,0,1,9,600,1,1,90,1,13769
1,90000000,255,1,1,15,601,25,3,127,1,206172544
0,3000000,3,0,1,6,7,1,2,146,1,10400000
0,22531334,15,0,1,14,602,120,2,100,1,9504139
0,22531334,14,0,1,2,73,1,4,112,1,4385312
0,40000000,209,0,1,14,603,1,1,120,1,120455994
0,80000000,331,0,1,15,604,1,3,132,1,10166502
0,9250000,92,0,1,2,224,1,4,125,1,29174648
0,22000000,87,1,1,6,605,109,2,108,1,24188922
0,22531334,332,0,1,11,61,1,1,89,1,17953778
0,27000000,3,0,1,1,606,56,2,132,1,14683921
1,22531334,333,0,1,7,607,59,2,76,1,32710894
1,22531334,18,1,9,7,608,29,3,95,1,190000
1,22531334,13,0,12,9,609,26,3,95,1,4469460
0,800000,3,0,1,7,0,1,1,94,1,62852
0,22531334,334,0,1,5,610,18,4,99,1,7399763
0,11000000,335,0,1,4,49,1,3,100,1,1044824
1,50000000,336,1,1,30,611,1,1,130,1,709827462
0,50000000,337,0,1,17,612,1,1,114,1,71561644
0,22531334,3,0,18,5,613,121,1,105,1,4129250
0,30000000,78,1,1,9,614,1,2,129,1,219076518
0,14000000,338,0,1,1,615,1,2,112,1,16656125
1,103000000,339,1,1,8,42,1,1,102,1,500188435
0,22531334,87,0,5,10,616,122,2,97,1,1999955
0,4000000,46,0,1,5,617,1,4,108,1,56666667
0,22531334,26,0,1,8,618,37,2,104,1,11220670
1,4000000,190,0,3,6,619,3,1,121,1,1954937
0,150000000,173,1,1,26,620,1,1,108,1,1023784195
1,40000000,340,0,1,12,621,1,3,89,1,58662452
0,8250000,341,0,1,12,73,1,4,171,1,30000000
0,8000000,3,0,1,1,0,0,2,91,1,1893139
0,40000000,87,1,1,14,622,21,3,134,1,37279439
1,40000000,16,1,1,15,623,1,2,124,1,158733820
0,22531334,5,0,1,7,624,1,3,86,1,2692037
0,22531334,342,0,1,0,625,1,4,92,1,402539
0,967686,323,1,1,12,626,6,2,101,1,4270000
0,35000000,1,1,1,11,627,123,2,92,1,39340177
1,12000000,343,0,1,15,26,1,4,96,1,78868508
0,14000000,3,0,5,11,628,25,2,112,1,19777647
0,50000,344,0,1,11,0,1,1,103,1,249905
0,6000000,92,0,1,9,436,124,3,96,1,11122090
1,22531334,345,0,1,5,629,1,4,91,1,34153101
0,25000000,120,0,1,7,630,1,2,107,1,84565230
0,30000000,46,0,1,7,631,21,2,103,1,50451307
1,50000000,5,1,1,10,632,21,1,92,1,113244290
0,22531334,211,0,1,0,633,0,4,100,1,21350
1,4500000,346,0,1,12,226,1,3,104,1,58853106
0,6000000,14,1,1,11,634,1,2,97,1,10409377
0,22531334,347,0,1,2,635,1,1,96,1,6000000
0,22531334,303,0,12,6,108,26,2,103,1,194720
0,80000000,78,0,1,7,636,1,4,88,1,163733697
0,22531334,1,0,5,6,637,8,3,99,1,24134
0,23000000,348,1,1,10,638,1,3,124,1,29541790
0,6500000,47,0,1,9,639,1,3,92,1,24793509
0,15000000,1,0,1,8,640,1,2,95,1,59209
0,2000000,87,0,18,9,641,121,1,137,1,70000000
1,200000000,349,1,1,26,642,125,2,116,1,531865000
0,22531334,341,0,1,2,643,6,1,115,1,8800000
0,105000000,31,1,1,7,644,126,4,114,1,133718711
0,40000000,350,1,1,6,645,18,1,107,1,24719215
0,20000000,1,1,1,16,235,1,3,113,1,121463226
0,22531334,3,1,1,6,646,127,1,98,1,2262223
0,16000000,331,0,1,3,647,128,4,105,1,4192440
0,50000000,351,1,1,10,648,1,2,139,1,25035950
0,9000000,13,1,2,2,0,2,3,135,1,18130000
0,22531334,14,0,1,5,207,1,2,110,1,5926128
0,22531334,8,0,1,0,0,1,4,75,1,48752
0,22531334,87,0,1,15,649,1,1,97,1,3317662
0,22531334,8,1,1,3,650,1,2,40,1,7732325
0,130000000,3,0,1,10,651,129,4,165,1,49554002
0,150000000,264,1,1,16,652,130,4,103,1,331957105
0,22500000,87,1,1,19,653,1,4,116,1,29252978
0,22531334,15,1,1,13,654,131,1,112,1,55447968
0,5000000,47,1,1,9,655,132,1,87,1,3305592
0,13000000,207,1,1,5,656,1,1,123,1,1646788
1,40000000,340,1,1,14,657,1,4,108,1,332000000
0,22531334,23,0,1,5,658,1,3,105,1,22697691
0,22531334,11,0,1,3,73,1,3,90,1,12416686
0,2500000,14,0,1,2,659,1,1,95,1,764083
1,19000000,1,1,1,8,660,88,3,95,1,70067909
0,1601792,3,0,9,2,661,133,2,96,1,253527
0,22531334,352,1,1,3,0,1,1,89,1,2334228
0,94000000,133,1,8,7,662,53,4,145,1,95311434
0,1300000,353,0,1,5,663,1,1,99,1,72266306
1,40000000,118,0,1,17,664,1,4,83,1,222300000
0,13000000,1,0,1,11,665,1,4,83,1,73180723
0,40000000,246,0,1,3,666,1,4,93,1,10959475
0,25000000,3,1,1,14,26,1,4,116,1,93617009
1,13000000,354,0,1,25,61,18,3,90,1,20560255
0,8,355,1,3,4,667,3,3,133,1,33579813
0,22531334,356,1,1,5,668,1,2,102,1,4631
0,22531334,262,1,1,3,669,1,1,89,1,66456
0,110000000,357,1,1,17,670,1,2,117,1,177238796
0,5000000,134,1,1,9,671,1,3,108,1,58978653
0,3000000,46,1,1,13,672,134,2,94,1,14016568
0,7000000,1,1,1,3,673,25,3,108,1,453079
0,15000000,118,0,1,11,46,1,4,83,1,32056467
1,20000000,358,0,1,11,674,59,1,72,1,135680000
0,14000000,33,0,1,12,675,85,1,119,1,13551174
1,3000000,359,1,1,7,676,1,1,100,1,18492362
0,22531334,116,0,14,4,677,135,3,150,1,138730
0,22531334,360,0,1,14,678,6,3,90,1,32846
1,75000000,33,1,1,18,679,100,4,121,1,220021259
0,42000000,120,1,1,10,680,18,2,124,1,363889678
0,22531334,3,0,1,6,681,1,3,113,1,1400000
1,33000000,30,0,1,12,31,1,3,98,1,244386864
0,15000000,3,0,1,4,682,18,4,95,1,21000000
1,50000000,318,1,1,12,289,1,3,97,1,42277365
0,32000000,205,0,1,11,683,136,3,96,1,60740827
0,12000000,1,0,1,10,684,1,1,92,1,41205099
0,100000,361,0,1,2,685,1,3,90,1,22000000
1,22531334,283,1,1,14,686,1,4,92,1,233755553
0,1000000,46,0,1,3,687,1,4,107,1,2402459
0,4000000,262,0,1,5,688,1,3,99,1,9221
0,886000,166,0,1,7,490,1,3,103,1,2600000
0,50000000,356,1,1,9,689,1,4,107,1,170128460
0,22531334,362,0,1,10,690,1,1,81,1,1250000
0,110000000,118,1,1,9,2,1,2,76,1,103951461
1,2700000,14,1,1,7,691,1,1,80,1,15992615
0,3860000,363,0,8,9,692,53,1,130,1,64076736
0,10000000,364,0,8,4,693,32,3,89,1,150000000
0,54000000,3,1,1,11,694,1,3,121,1,7266209
0,500000,23,1,1,1,0,0,1,78,1,11276
0,6000000,92,0,1,2,695,1,4,139,1,161000000
0,12000000,14,0,1,8,696,25,4,110,1,3148182
1,150000000,13,1,1,29,697,18,2,140,1,374218673
1,14500000,81,0,5,6,698,8,1,82,1,65497208
0,30000000,78,1,1,11,699,1,2,98,1,36160375
0,22531334,87,0,1,1,700,4,1,91,1,1305887
0,22531334,46,0,1,9,701,1,2,100,1,21520719
1,150000000,318,1,1,29,702,59,2,120,1,378858340
0,22531334,205,1,1,7,703,1,3,126,1,16803753
0,4000000,7,0,1,5,704,1,2,86,1,9797098
0,10721568,3,1,2,2,705,2,1,122,1,2978994
0,22531334,1,0,1,5,706,1,3,97,1,11449638
0,22531334,15,0,1,1,707,8,2,104,1,369975
0,20000000,6,1,1,5,708,137,3,85,1,27187375
1,355000,29,0,1,8,61,1,1,72,1,1012189
1,54000000,126,1,1,17,26,103,4,162,1,136766062
0,20000000,97,1,1,16,709,1,4,120,1,7227038
0,24000000,3,0,1,3,31,1,4,102,1,2642983
0,6400000,14,0,2,2,710,2,2,140,1,18000000
0,1,26,0,1,8,711,1,1,87,1,8500000
0,6000000,3,0,1,9,712,138,3,121,1,48027970
0,15000000,96,0,1,3,713,1,1,90,1,2042530
0,22531334,3,0,1,13,714,87,4,108,1,152761
0,22531334,47,0,1,7,26,1,1,111,1,36611610
0,2196531,15,0,23,1,715,139,4,107,1,2411594
0,22531334,8,1,1,1,716,1,3,105,1,887029
0,7000000,14,0,1,11,717,6,4,109,1,10000000
1,59000000,365,1,1,17,718,1,1,81,1,383257136
0,9750000,87,1,1,11,719,18,4,99,1,558000
0,13000000,366,0,1,6,720,88,3,115,1,8038508
0,24000000,1,0,1,4,721,1,4,89,1,14782676
0,17000000,29,1,1,12,722,1,2,91,1,97542952
0,22531334,8,0,1,0,723,1,2,82,1,26488
0,22531334,8,1,1,2,724,123,3,87,1,2642899
0,22531334,3,1,1,1,725,1,3,111,1,634074
0,50000000,3,0,1,6,726,85,4,114,1,9448082
0,151000,23,0,24,2,727,108,2,91,1,8000000
0,22531334,14,0,1,1,728,6,4,109,1,135893
0,88000000,367,1,1,6,729,1,2,144,1,108539911
0,31000000,3,0,1,16,730,140,2,125,1,28000000
0,4000000,368,1,1,7,731,1,3,85,1,6101046
1,22531334,15,0,18,6,732,121,4,124,1,48720000
0,22531334,179,0,1,2,0,1,3,108,1,3106835
0,50000000,341,0,1,7,733,1,4,135,1,10382407
0,15000000,29,1,1,16,734,141,1,100,1,146497771
0,36000000,369,0,1,8,735,1,2,95,1,50159144
0,22531334,87,0,1,3,76,1,4,136,1,42160849
0,50000000,170,0,1,10,736,88,3,84,1,38502340
1,22531334,1,0,1,8,713,1,2,107,1,3572443
0,13000000,1,0,1,11,737,1,1,93,1,48065672
0,7700000,87,0,1,7,738,142,1,123,1,1072602
1,200000000,370,1,1,17,739,1,1,108,1,1025491110
1,57000000,371,1,1,9,740,123,4,95,1,149217355
0,25000000,190,1,1,14,741,88,1,117,1,77278331
1,22531334,6,0,13,2,409,28,4,85,1,18315000
1,22531334,30,0,1,7,742,18,3,104,1,49579269
0,22531334,372,0,1,0,743,61,4,100,1,306
0,20000000,239,1,1,11,703,1,4,128,1,54586584
1,5000000,46,0,1,7,744,88,1,95,1,368744044
0,22531334,7,0,1,2,745,56,1,94,1,13102295
0,22531334,246,0,1,2,746,1,1,105,1,8125592
0,37000000,373,0,1,11,747,1,3,110,1,37962774
0,22531334,8,1,1,3,748,1,2,89,1,386749
0,25000000,87,0,1,7,749,1,3,100,1,13000000
0,50000000,33,0,1,7,750,59,3,113,1,100020092
0,22531334,374,0,1,4,751,1,1,111,1,5438927
1,12000000,375,0,1,14,752,1,3,104,1,114194847
0,20000000,376,0,1,8,753,1,1,121,1,18432000
0,22531334,377,0,1,6,754,88,3,88,1,16627188
0,12000000,121,0,11,1,755,2,2,185,1,19000000
0,20000000,5,0,1,11,756,1,2,93,1,16863583
0,22531334,8,0,5,2,757,143,1,95,1,52164
1,185000000,271,1,1,13,455,1,2,122,1,786636033
0,22531334,378,0,1,2,758,1,1,113,1,14134877
0,100000000,1,1,1,13,759,1,4,90,1,202026112
0,16000000,78,0,1,8,760,1,3,96,1,92823546
1,250000000,55,1,1,21,761,1,3,165,1,1084939099
0,31000000,3,0,1,14,762,1,4,161,1,128499205
0,9600000,3,0,1,6,763,144,3,121,1,2541554
0,22531334,111,0,1,7,764,1,3,84,1,30668
0,22531334,3,1,3,4,765,3,3,89,1,2340
0,3500000,53,0,5,1,766,8,2,105,1,1492523
0,25000000,141,0,1,12,767,145,3,105,1,2054941
0,50000000,126,0,1,8,768,1,1,121,1,50068310
0,9000000,379,1,1,8,769,146,3,120,1,4600000
1,22531334,363,1,15,8,770,51,3,134,1,61700000
0,6500000,380,0,1,8,76,1,2,98,1,28451622
0,22531334,1,0,1,2,66,1,1,80,1,3662459
0,940000,44,0,11,1,771,2,2,138,1,5100000
0,22531334,381,0,1,1,0,1,3,96,1,3832228
1,22531334,29,0,1,5,772,35,4,97,1,2683519
1,5000000,7,0,1,7,773,1,4,96,1,11642254
1,22531334,382,0,1,10,2,1,2,78,1,35348597
0,7000000,3,0,1,7,774,10,2,127,1,191125
0,22531334,1,0,9,2,775,29,4,0,1,850259
0,5000000,26,0,1,7,776,18,1,91,1,75143
1,40000000,383,0,1,7,777,1,1,123,1,96618699
0,195000000,384,1,1,12,778,1,1,114,1,197687603
0,22531334,385,0,1,5,779,6,3,99,1,641
0,5000000,386,0,1,10,780,6,3,116,1,42365581
1,28000000,45,0,1,10,781,88,1,102,1,58795814
0,143149,358,1,25,0,782,147,2,94,1,645135
0,57000000,276,1,1,12,109,1,4,115,1,159055768
0,163000000,387,1,1,11,783,1,3,119,1,174822325
1,40000000,238,1,1,49,784,1,1,122,1,171539887
0,22531334,1,0,1,7,785,89,2,93,1,4215859
0,22531334,388,0,11,1,786,2,3,181,1,14000000
0,22531334,141,0,1,2,787,148,1,100,1,37884
0,1500000,47,0,1,6,788,1,4,90,1,1938
0,558000,389,0,1,1,73,1,4,89,1,2227000
0,8000000,3,1,1,5,789,1,2,112,1,18948425
0,180000000,390,1,1,19,790,1,2,97,1,758539785
0,2000000,87,0,1,13,791,18,2,85,1,4635300
1,22531334,391,1,15,6,0,10,3,75,1,28023563
0,16000000,246,0,3,4,792,3,2,120,1,11301649
0,35000000,47,0,1,4,793,1,1,114,1,43650785
0,100000000,392,1,1,13,794,149,4,103,1,278731369
0,22531334,3,0,1,2,795,18,4,89,1,124693
1,44000000,112,0,1,12,347,1,2,96,1,300400432
0,13000000,11,0,1,2,73,1,2,100,1,8475466
0,40000000,45,0,5,6,45,150,3,120,1,8251071
0,25530000,43,0,1,5,796,1,2,95,1,20080020
0,22531334,215,0,1,1,797,1,3,93,1,1000000
0,17000000,215,0,1,8,798,151,2,111,1,73244881
0,22531334,22,0,1,13,799,98,4,120,1,1982505
0,13000000,3,0,1,5,0,1,2,95,1,1832541
0,22531334,8,0,1,5,800,1,2,89,1,1301696
0,2600000,262,0,6,4,801,15,1,103,1,1479042
0,50000000,46,1,1,10,45,1,3,118,1,142851197
0,22531334,393,0,1,11,802,1,4,106,1,65088797
1,22531334,1,0,18,9,803,121,3,115,1,83027924
1,250000000,394,1,1,19,804,18,3,153,1,933959197
1,19000000,30,0,1,9,805,1,2,118,1,141407024
0,11000000,33,0,5,9,806,152,3,101,1,807535
0,800000,395,0,6,11,807,153,3,121,1,921548
1,25000000,1,0,1,9,808,1,1,93,1,36400360
0,22531334,263,0,1,8,809,1,2,119,1,30229977
0,3000000,23,0,1,5,810,154,3,106,1,15119639
0,60000000,61,1,1,6,811,155,2,91,1,163403799
1,80000000,396,1,1,15,812,1,3,103,1,274470394
0,4200000,397,0,2,2,813,2,2,146,1,10000000
1,13000000,7,1,1,15,814,1,3,112,1,318000141
0,8500000,398,0,1,12,815,1,2,138,1,70600000
0,11000000,3,0,1,10,816,1,3,106,1,78874843
1,17000000,399,0,1,17,817,1,3,96,1,33000000
1,20000000,245,1,1,8,818,156,3,88,1,39300000
0,80000000,71,0,1,9,819,1,4,126,1,39459427
0,11000000,1,0,6,5,820,15,4,0,1,12935800
0,60000000,400,0,5,9,821,8,4,148,1,66976317
0,22531334,90,0,1,1,0,0,4,99,1,2189047
0,80000000,401,0,1,9,822,1,3,113,1,91188905
0,1000000,46,0,1,2,0,1,1,94,1,1744858
0,6700000,402,0,9,5,823,157,1,96,1,12118661
0,26000000,212,0,1,12,824,1,3,115,1,61489265
0,35000000,67,0,1,14,825,1,1,118,1,46216641
0,22531334,403,1,1,0,826,1,3,95,1,58840
0,19000000,26,0,1,3,802,1,4,117,1,19738015
0,22531334,3,1,1,11,827,1,4,98,1,23570541
0,31000000,3,0,1,15,828,1,4,157,1,134095253
0,20000000,1,0,1,4,26,1,3,84,1,1675706
0,22531334,404,0,1,8,829,6,3,106,1,13885802
0,22531334,3,0,1,2,830,158,1,96,1,49667
0,609000,166,0,1,7,490,1,3,101,1,3202000
0,22000000,405,1,1,10,831,1,4,115,1,28744356
0,22531334,198,0,1,7,832,1,1,111,1,65595485
0,6000000,252,1,15,5,0,51,2,141,1,1530216
0,15000000,406,0,15,9,833,51,3,120,1,77000000
1,1200000,407,0,1,24,834,1,4,103,1,103911669
1,60000000,96,0,1,7,835,1,2,92,1,164433867
0,22531334,47,0,5,10,836,98,2,115,1,17808
0,6788000,408,0,1,8,618,18,2,103,1,13878334
0,10500000,409,0,22,8,837,159,2,100,1,42070000
0,20000000,410,0,1,10,838,1,2,106,1,21284514
